student_id,first_name_clean,last_name_clean,school_id,cohort_year,test_date,test_score,running_variable,eligible,received_scholarship,award_date,enrolled_college,enrollment_date,first_year_gpa,rd_sample_10pt,rd_sample_5pt
101898,David,Wilson,SCH004,2023,2021-04-18,86.8,1.7999999999999972,1,1,2023-08-14,1,2023-02-04,3.22,1,1
101912,Ashley,Garcia,SCH005,2023,2022-12-29,76.0,-9.0,0,0,2022-12-29,1,2024-08-03,1.77,1,0
101926,David,Miller,UNKNOWN,2021,2021-12-23,80.6,-4.400000000000006,0,0,2023-03-16,0,2022-04-09,,1,1
101937,David,Miller,SCH001,2021,2020-09-27,77.9,-7.099999999999994,0,1,2021-01-03,0,2022-09-27,,1,0
101953,Taylor,Miller,SCH004,2023,2021-08-26,67.3,-17.700000000000003,0,0,2021-03-18,0,2022-03-08,,0,0
101977,Ashley,Johnson,SCH005,2023,2021-06-05,86.5,1.5,1,1,2023-04-29,1,2023-03-04,3.47,1,1
100014,Chris,Taylor,SCH001,2022,2023-05-20,100.0,15.0,1,1,2022-10-30,0,2022-02-08,,0,0
100020,Taylor,Johnson,SCH005,2023,2022-08-21,94.0,9.0,1,1,2021-01-10,1,2022-07-18,2.41,1,0
100031,Maria,Smith,SCH003,2021,2021-04-09,83.7,-1.2999999999999972,0,0,2022-02-06,0,2024-01-09,,1,1
100042,James,Garcia,SCH004,2022,2020-09-18,76.7,-8.299999999999997,0,1,2022-10-30,0,2024-04-18,,1,0
100047,Chris,Smith,SCH004,2022,2023-04-09,73.90153893586363,-11.098461064136373,0,0,2023-04-15,0,2022-08-20,,0,0
100053,James,Moore,SCH005,2022,2023-05-02,86.6,1.5999999999999943,1,1,2022-02-06,0,2023-03-13,,1,1
100069,Maria,Garcia,SCH002,2022,2020-12-20,98.8,13.799999999999997,1,1,2022-01-08,1,2024-08-29,3.15,0,0
100090,Taylor,Moore,SCH001,2021,2021-06-03,80.8,-4.200000000000003,0,0,2022-06-09,0,2022-03-23,,1,1
100092,Sarah,Miller,SCH004,2021,2022-07-19,84.0,-1.0,0,0,2021-08-25,0,2023-03-04,,1,1
100113,Ashley,Miller,SCH001,2022,2021-10-16,100.0,15.0,1,0,2021-05-22,0,2023-07-23,,0,0
100137,Michael,Garcia,SCH004,2022,2021-09-03,74.2,-10.799999999999997,0,0,2023-07-31,0,2023-12-20,,0,0
100148,David,Davis,SCH005,2021,2020-10-15,82.5,-2.5,0,1,2022-05-11,1,2023-08-19,2.51,1,1
100208,Maria,Taylor,SCH001,2021,2023-02-17,72.47657906944632,-12.523420930553684,0,0,2023-02-06,0,2024-08-21,,0,0
100211,Michael,Smith,SCH004,2023,2022-02-01,75.8,-9.200000000000003,0,0,2021-12-29,0,2023-02-09,,1,0
100280,Sarah,Anderson,UNKNOWN,2021,2020-12-09,77.4,-7.599999999999994,0,0,2021-05-25,0,2023-12-11,,1,0
100288,Daniel,Anderson,SCH001,2023,2022-12-07,60.8,-24.200000000000003,0,1,2022-05-13,0,2024-01-07,,0,0
100290,Emily,Miller,SCH001,2021,2021-10-03,89.2,4.200000000000003,1,1,2023-06-08,0,2022-05-13,,1,1
100291,Emily,Garcia,SCH003,2023,2021-06-18,93.4,8.400000000000006,1,0,2022-05-13,0,2022-08-30,,1,0
100327,Chris,Taylor,SCH003,2021,2023-03-09,70.4,-14.599999999999994,0,0,2022-08-12,0,2023-05-26,,0,0
100333,James,Johnson,SCH005,2021,2022-08-19,70.6,-14.400000000000006,0,0,2023-04-16,0,2023-09-10,,0,0
100374,Michael,Garcia,SCH001,2023,2022-06-20,77.2,-7.799999999999997,0,0,2021-09-12,0,2023-01-07,,1,0
100398,David,Miller,SCH004,2021,2023-04-25,90.1,5.099999999999994,1,1,2021-06-28,0,2023-01-17,,1,0
100424,Emily,Wilson,SCH004,2021,2022-10-06,80.5,-4.5,0,0,2021-06-21,0,2022-01-29,,1,1
100427,James,Brown,SCH002,2022,2023-03-31,61.8,-23.200000000000003,0,0,2022-10-27,0,2023-02-18,,0,0
100429,Ashley,Davis,SCH003,2021,2021-02-04,76.3,-8.700000000000003,0,0,2023-02-19,0,2021-10-13,,1,0
100438,Emily,Miller,SCH003,2022,2020-10-12,69.4,-15.599999999999994,0,0,2021-08-13,0,2023-05-05,,0,0
100497,Michael,Wilson,SCH005,2022,2021-11-20,69.1,-15.900000000000006,0,0,2023-08-04,0,2022-07-14,,0,0
100498,Emily,Anderson,SCH003,2022,2022-03-31,82.3,-2.700000000000003,0,0,2022-10-02,0,2022-05-01,,1,1
100499,Taylor,Garcia,SCH001,2021,2023-04-22,73.4256569696878,-11.574343030312207,0,0,2023-03-22,0,2024-06-28,,0,0
100505,David,Smith,SCH005,2023,2021-08-31,90.8,5.799999999999997,1,1,2021-09-18,1,2023-02-15,2.68,1,0
100522,Daniel,Anderson,SCH004,2022,2021-02-24,81.4,-3.5999999999999943,0,0,2021-03-04,0,2023-07-04,,1,1
100536,Ashley,Taylor,SCH005,2022,2022-05-10,99.8,14.799999999999997,1,0,2021-05-14,0,2024-03-05,,0,0
100596,Emily,Brown,SCH004,2023,2021-09-17,85.5,0.5,1,1,2022-07-26,0,2022-11-24,,1,1
100604,Daniel,Moore,SCH003,2021,2022-09-07,69.8,-15.200000000000003,0,0,2021-12-28,0,2022-09-26,,0,0
100609,Emily,Wilson,SCH002,2022,2021-07-26,83.8,-1.2000000000000028,0,0,,1,2024-06-21,2.07,1,1
100635,Chris,Miller,SCH004,2021,2021-08-08,69.5,-15.5,0,0,2022-05-01,1,2022-01-23,2.5,0,0
100676,Michael,Taylor,SCH002,2023,2021-06-25,73.3,-11.700000000000003,0,1,2021-07-29,1,2022-12-29,2.67,0,0
100709,Maria,Davis,SCH002,2023,2023-01-03,92.5,7.5,1,1,2022-01-28,1,2022-07-11,2.56,1,0
100732,Sarah,Smith,SCH001,2022,2021-08-18,82.9,-2.0999999999999943,0,0,2022-11-05,0,2022-04-23,,1,1
100741,Taylor,Brown,SCH003,2023,2021-11-25,82.1,-2.9000000000000057,0,0,2023-05-24,0,2022-12-27,,1,1
100764,Chris,Taylor,SCH005,2022,2022-07-30,61.78360202997429,-23.21639797002571,0,0,2022-07-18,0,2023-09-07,,0,0
100796,Emily,Moore,SCH003,2023,2023-04-10,68.4,-16.599999999999994,0,0,2022-05-22,0,2023-05-11,,0,0
100811,Daniel,Anderson,SCH001,2023,2022-08-03,81.5,-3.5,0,0,2022-12-30,1,2023-11-08,2.3,1,1
100818,Emily,Wilson,SCH001,2021,2020-11-07,65.1,-19.900000000000006,0,0,2021-05-29,0,2024-04-18,,0,0
100843,James,Miller,SCH003,2022,2021-12-23,80.8,-4.200000000000003,0,0,2022-01-04,0,2022-08-07,,1,1
100853,Taylor,Wilson,SCH004,2021,2022-06-29,73.20837752729801,-11.791622472701988,0,0,2022-07-09,0,2024-03-06,,0,0
100891,Maria,Davis,SCH004,2023,2021-03-24,95.9,10.900000000000006,1,1,2023-04-29,0,2024-04-02,,0,0
100907,Maria,Moore,SCH003,2023,2020-12-08,74.5,-10.5,0,1,2021-08-24,0,2022-06-06,,0,0
100910,David,Smith,SCH004,2023,2021-01-17,68.2,-16.799999999999997,0,1,2021-10-07,1,2023-01-04,1.5,0,0
100916,Sarah,Miller,SCH001,2021,2021-10-31,96.1,11.099999999999994,1,1,2021-08-19,0,2023-12-11,,0,0
100920,Ashley,Moore,SCH004,2021,2023-04-10,79.6,-5.400000000000006,0,0,2023-08-18,0,2022-06-28,,1,0
101001,Maria,Brown,SCH001,2021,2023-04-20,84.7,-0.29999999999999716,0,0,2022-08-27,0,2023-03-22,,1,1
101015,Taylor,Wilson,SCH002,2023,2022-07-04,80.8,-4.200000000000003,0,1,2021-08-02,1,2022-01-26,2.18,1,1
101021,Taylor,Johnson,SCH003,2021,2020-10-23,91.7,6.700000000000003,1,1,2021-04-22,0,2023-11-04,,1,0
101075,Taylor,Brown,SCH001,2021,2022-06-20,87.8,2.799999999999997,1,1,2023-04-22,1,2022-03-21,3.53,1,1
101091,Daniel,Johnson,SCH004,2021,2023-01-13,81.7,-3.299999999999997,0,0,2022-10-15,1,2023-04-14,2.34,1,1
101123,Daniel,Smith,SCH003,2023,2023-04-05,77.3,-7.700000000000003,0,0,2021-10-20,0,2022-02-01,,1,0
101129,James,Johnson,SCH001,2022,2022-01-09,94.0,9.0,1,1,2022-10-16,1,2023-11-27,2.8,1,0
101141,Daniel,Taylor,SCH004,2023,2022-05-21,93.0,8.0,1,1,2021-09-18,1,2024-04-22,3.39,1,0
101160,Ashley,Davis,SCH005,2023,2021-09-29,81.6,-3.4000000000000057,0,0,2022-11-30,0,2022-02-25,,1,1
101171,Ashley,Davis,SCH003,2021,2021-01-05,72.6,-12.400000000000006,0,0,2021-04-24,0,2022-06-24,,0,0
101173,James,Davis,SCH002,2023,2020-09-19,75.8,-9.200000000000003,0,0,2021-08-26,0,2022-09-10,,1,0
101175,Maria,Smith,SCH005,2022,2020-09-20,68.0,-17.0,0,0,2022-06-16,0,2023-06-10,,0,0
101198,Ashley,Smith,SCH001,2021,2021-10-09,62.7,-22.299999999999997,0,0,2021-11-06,0,2021-09-10,,0,0
101210,David,Wilson,SCH005,2022,2021-11-22,76.2,-8.799999999999997,0,0,2023-02-27,0,2022-04-16,,1,0
101212,Michael,Smith,SCH004,2023,2021-02-20,81.2,-3.799999999999997,0,0,2023-08-10,0,2023-04-13,,1,1
101231,Emily,Davis,SCH005,2021,2021-03-20,74.1,-10.900000000000006,0,0,2022-11-25,0,2023-06-11,,0,0
101241,Daniel,Moore,SCH005,2021,2023-04-13,84.1,-0.9000000000000057,0,0,2021-05-15,1,2021-08-30,3.1,1,1
101249,Daniel,Garcia,UNKNOWN,2023,2021-08-16,80.4,-4.599999999999994,0,1,2021-08-18,0,2024-05-21,,1,1
101263,David,Wilson,UNKNOWN,2021,2022-05-12,77.9,-7.099999999999994,0,0,2021-01-10,1,2022-06-15,2.02,1,0
101294,Chris,Moore,SCH002,2021,2022-05-24,67.5,-17.5,0,0,2021-09-06,0,2023-02-10,,0,0
101295,Chris,Miller,SCH003,2022,2021-07-11,92.3,7.299999999999997,1,1,2021-06-16,0,2024-02-08,,1,0
101301,James,Moore,SCH001,2022,2021-08-27,80.6,-4.400000000000006,0,1,2021-07-19,1,2023-02-28,2.5,1,1
101305,Chris,Smith,SCH003,2023,2021-05-27,56.02306780683897,-28.976932193161034,0,0,2021-08-20,1,2023-04-21,1.79,0,0
101306,Michael,Brown,SCH001,2022,2021-06-18,71.8,-13.200000000000003,0,0,2022-01-06,0,2022-09-12,,0,0
101334,James,Brown,SCH001,2023,2021-01-28,92.61697131100206,7.616971311002061,1,0,2023-05-03,1,2021-12-30,3.17,1,0
101354,Daniel,Garcia,SCH003,2023,2021-08-31,74.4,-10.599999999999994,0,0,2021-02-02,0,2023-10-31,,0,0
101375,Maria,Miller,SCH003,2023,2021-01-10,81.3,-3.700000000000003,0,0,2023-01-24,1,2021-12-22,,1,1
101379,Ashley,Brown,SCH002,2022,2020-12-25,79.0,-6.0,0,1,2022-09-10,1,2024-04-28,2.87,1,0
101383,David,Garcia,SCH004,2022,2020-09-14,66.6,-18.400000000000006,0,0,2023-01-16,0,2024-08-26,,0,0
101392,Maria,Brown,SCH001,2022,2021-03-14,59.2,-25.799999999999997,0,0,2023-08-17,0,2023-08-09,,0,0
101394,Daniel,Johnson,SCH005,2022,2021-05-12,94.1,9.099999999999994,1,1,2021-03-10,1,2023-12-11,3.06,1,0
101410,Chris,Brown,SCH005,2022,2021-03-27,69.84711246845616,-15.15288753154384,0,0,2023-07-16,0,2023-07-18,,0,0
101414,David,Anderson,SCH002,2023,2023-03-17,85.8,0.7999999999999972,1,0,2023-02-16,1,2022-09-09,2.41,1,1
101423,Sarah,Taylor,SCH003,2023,2021-01-02,78.4,-6.599999999999994,0,0,2021-08-09,1,2023-01-30,2.31,1,0
101434,Sarah,Miller,SCH003,2021,2022-05-12,58.9,-26.1,0,0,2021-08-12,0,2022-06-13,,0,0
101440,Taylor,Taylor,SCH001,2023,2022-02-21,87.0,2.0,1,0,2023-04-19,1,2023-06-17,,1,1
101450,Maria,Brown,SCH004,2021,2023-05-31,65.1,-19.900000000000006,0,0,2023-08-24,0,2022-07-05,,0,0
101454,Sarah,Johnson,SCH004,2021,2022-06-26,70.4,-14.599999999999994,0,0,2023-07-17,0,2023-11-12,,0,0
101463,Michael,Johnson,SCH004,2023,2022-08-29,65.1,-19.900000000000006,0,0,2022-12-02,0,2023-08-03,,0,0
101470,Chris,Johnson,SCH004,2022,2022-02-25,95.1,10.099999999999994,1,1,2023-04-14,1,2022-07-21,3.38,0,0
101482,David,Moore,SCH004,2023,2022-09-29,89.6,4.599999999999994,1,0,2023-03-23,1,2022-01-14,2.83,1,1
101491,Emily,Taylor,SCH003,2023,2021-02-14,63.9,-21.1,0,0,2021-01-25,0,2022-08-26,,0,0
101521,Daniel,Brown,SCH003,2022,2023-02-26,75.4,-9.599999999999994,0,0,2022-12-11,0,2023-02-18,,1,0
101523,Taylor,Taylor,SCH003,2023,2020-09-01,68.8,-16.200000000000003,0,0,2021-11-13,1,2023-12-04,2.41,0,0
101531,Maria,Anderson,SCH003,2023,2022-08-14,58.9,-26.1,0,0,2021-03-05,0,2024-01-14,,0,0
101568,David,Moore,SCH003,2021,2022-09-23,73.8,-11.200000000000003,0,0,2021-02-12,0,2024-08-04,,0,0
101581,Ashley,Wilson,SCH002,2021,2022-01-28,79.4,-5.599999999999994,0,0,2021-04-18,1,2022-06-30,2.13,1,0
101589,David,Wilson,SCH005,2022,2020-12-30,78.3,-6.700000000000003,0,0,2021-02-28,0,2022-03-09,,1,0
101601,Ashley,Miller,SCH001,2021,2021-07-29,89.4,4.400000000000006,1,1,2021-08-04,0,2021-09-19,,1,1
101610,Daniel,Davis,SCH005,2021,2023-02-24,85.3,0.29999999999999716,1,1,2022-11-16,0,2024-02-09,,1,1
101624,Chris,Moore,SCH002,2023,2022-02-14,72.8,-12.200000000000003,0,0,2022-04-25,1,2021-12-11,2.2,0,0
101629,Chris,Miller,SCH001,2023,2022-02-22,69.59251602974604,-15.407483970253963,0,0,2021-05-28,1,2023-10-13,1.87,0,0
101630,Daniel,Brown,SCH002,2021,2023-05-01,71.9,-13.099999999999994,0,0,2022-06-24,0,2022-11-09,,0,0
101632,David,Johnson,SCH003,2023,2021-09-18,43.6,-41.4,0,0,2023-03-31,0,2024-08-15,,0,0
101649,David,Wilson,SCH004,2021,2022-01-07,83.0,-2.0,0,0,2023-05-04,0,,,1,1
101652,Chris,Brown,SCH003,2023,2022-10-31,77.0,-8.0,0,0,2021-05-19,0,2022-02-14,,1,0
101663,Michael,Wilson,SCH004,2022,2021-11-28,75.3,-9.700000000000003,0,0,2021-10-23,0,2023-02-06,,1,0
101674,Sarah,Moore,SCH004,2021,2022-12-21,68.3,-16.700000000000003,0,0,2021-02-09,0,2022-02-26,,0,0
101677,David,Anderson,SCH002,2023,2021-10-19,73.9,-11.099999999999994,0,0,2022-07-22,0,2022-05-04,,0,0
101690,Chris,Davis,SCH005,2021,2021-11-09,76.2,-8.799999999999997,0,0,2022-09-18,0,2024-08-07,,1,0
101702,Maria,Taylor,SCH001,2023,2022-12-23,61.9,-23.1,0,1,2023-05-15,0,2024-04-12,,0,0
101706,Emily,Wilson,SCH004,2021,2020-11-16,76.1,-8.900000000000006,0,0,2021-08-13,0,2023-08-24,,1,0
101709,Emily,Davis,SCH005,2023,2021-04-10,82.2,-2.799999999999997,0,0,2023-02-20,1,2022-05-23,2.46,1,1
101720,Chris,Wilson,SCH005,2023,2023-03-05,93.0,8.0,1,1,2023-02-26,0,2023-08-09,,1,0
101755,Michael,Anderson,SCH004,2023,2022-06-03,73.4,-11.599999999999994,0,0,2021-01-30,0,2022-03-18,,0,0
101765,Ashley,Taylor,SCH003,2023,2022-08-07,89.8,4.799999999999997,1,1,2021-06-24,0,2024-03-15,,1,1
101819,Michael,Davis,SCH001,2022,2023-04-28,72.9,-12.099999999999994,0,0,2021-09-15,0,2023-05-05,,0,0
101826,Emily,Smith,SCH001,2023,2022-11-07,96.5,11.5,1,1,2021-07-02,1,2023-03-11,3.16,0,0
101851,David,Moore,SCH001,2022,2021-04-01,93.00918523101055,8.009185231010548,1,0,2022-01-02,0,2022-02-20,,1,0
101853,Sarah,Miller,UNKNOWN,2023,2023-01-14,63.8,-21.200000000000003,0,0,2021-01-22,1,2023-03-30,2.22,0,0
101868,Michael,Smith,SCH004,2021,2022-06-29,82.6,-2.4000000000000057,0,0,2021-09-17,0,2022-09-29,,1,1
101907,James,Brown,SCH001,2021,2020-09-20,77.8,-7.200000000000003,0,0,2021-02-26,0,2023-02-11,,1,0
101916,Ashley,Moore,SCH003,2022,2023-03-28,90.4,5.400000000000006,1,0,2021-08-03,0,2024-06-29,,1,0
101924,Ashley,Anderson,SCH004,2023,2023-03-28,80.4,-4.599999999999994,0,0,2022-07-07,1,2022-07-07,2.39,1,1
101939,Sarah,Garcia,SCH002,2021,2022-01-27,88.0,3.0,1,1,2023-05-27,1,2022-12-28,2.72,1,1
101949,Taylor,Brown,SCH004,2021,2022-01-11,70.5,-14.5,0,0,2021-01-02,0,2024-01-18,,0,0
100006,Sarah,Smith,SCH005,2021,2020-11-07,62.5,-22.5,0,0,2021-08-05,0,2024-08-27,,0,0
100018,Emily,Garcia,SCH004,2021,2023-03-30,68.2,-16.799999999999997,0,0,2022-11-03,0,2023-11-28,,0,0
100030,Ashley,Smith,SCH002,2021,2020-12-30,71.6,-13.400000000000006,0,0,2022-09-03,0,2023-05-23,,0,0
100080,Maria,Johnson,SCH002,2022,2022-02-23,69.7,-15.299999999999997,0,0,2022-01-23,0,2022-04-09,,0,0
100085,Sarah,Johnson,SCH001,2022,2021-07-19,90.2,5.200000000000003,1,1,2022-09-21,1,2022-08-27,3.06,1,0
100094,James,Smith,SCH001,2023,2020-12-31,84.0,-1.0,0,0,2022-06-26,0,2022-02-24,,1,1
100115,Daniel,Johnson,SCH003,2022,2020-12-06,70.7,-14.299999999999997,0,0,2023-05-28,1,2021-11-24,1.97,0,0
100125,Taylor,Miller,SCH002,2023,2021-09-03,67.8,-17.200000000000003,0,0,2021-02-13,0,2023-11-09,,0,0
100136,Daniel,Brown,SCH002,2023,2021-09-01,71.7,-13.299999999999997,0,0,2022-01-25,0,2023-08-19,,0,0
100167,Sarah,Davis,UNKNOWN,2022,2021-12-28,73.1,-11.900000000000006,0,0,2023-02-11,1,2022-11-08,3.51,0,0
100199,Daniel,Anderson,SCH004,2021,2022-08-02,68.10954798237559,-16.890452017624412,0,0,2022-08-23,0,2024-04-12,,0,0
100235,James,Johnson,SCH005,2022,2021-10-12,69.5,-15.5,0,0,2022-10-26,0,2021-10-19,,0,0
100267,Sarah,Miller,SCH005,2021,2022-01-26,70.2,-14.799999999999997,0,0,2021-04-07,0,2023-10-31,,0,0
100356,Daniel,Garcia,SCH002,2023,2022-08-13,70.2,-14.799999999999997,0,0,2021-11-25,0,2021-11-26,,0,0
100358,David,Miller,SCH001,2022,2021-07-26,95.2,10.200000000000003,1,1,2021-05-06,1,2022-05-31,3.07,0,0
100390,Michael,Smith,UNKNOWN,2021,2023-05-17,84.9,-0.09999999999999432,0,0,2021-05-21,0,2021-12-09,,1,1
100412,David,Anderson,SCH003,2022,2020-12-23,71.2,-13.799999999999997,0,0,2023-03-16,0,2023-06-06,,0,0
100423,David,Wilson,SCH001,2023,2021-12-05,64.2,-20.799999999999997,0,1,2022-02-24,0,2023-07-17,,0,0
100465,Maria,Anderson,SCH002,2021,2023-01-26,85.3,0.29999999999999716,1,1,2022-06-22,1,2023-03-07,2.8,1,1
100479,Chris,Davis,SCH003,2023,2022-05-10,96.7,11.700000000000003,1,1,2023-08-12,1,2022-09-02,3.86,0,0
100490,Ashley,Anderson,SCH001,2022,2023-01-08,78.0,-7.0,0,0,2022-01-01,0,2021-11-13,,1,0
100500,Daniel,Anderson,UNKNOWN,2022,2022-09-17,60.4,-24.6,0,1,2022-04-10,0,2021-10-13,,0,0
100508,Maria,Garcia,SCH004,2021,2022-08-01,81.8,-3.200000000000003,0,0,2022-11-30,1,2023-04-24,2.38,1,1
100516,Michael,Moore,SCH005,2021,2021-05-16,68.7,-16.299999999999997,0,0,2022-11-09,0,2023-07-20,,0,0
100517,Emily,Johnson,SCH001,2023,2022-07-22,62.5,-22.5,0,0,2021-10-22,0,2024-06-27,,0,0
100577,Ashley,Garcia,UNKNOWN,2023,2023-03-14,78.0,-7.0,0,0,2021-11-13,0,2023-01-13,,1,0
100626,Ashley,Smith,SCH004,2022,2022-09-17,76.9,-8.099999999999994,0,0,2023-05-31,0,2022-09-06,,1,0
100630,Emily,Johnson,UNKNOWN,2023,2022-10-12,79.2,-5.799999999999997,0,0,2021-07-09,1,,2.54,1,0
100691,Emily,Smith,SCH001,2023,2021-06-29,77.6,-7.400000000000006,0,0,2021-10-28,0,2023-08-21,,1,0
100694,Michael,Garcia,SCH003,2023,2022-05-06,80.1,-4.900000000000006,0,0,2021-01-22,0,2023-01-16,,1,1
100697,Taylor,Taylor,SCH004,2021,2023-03-21,84.8,-0.20000000000000284,0,0,2022-01-07,0,2024-01-25,,1,1
100701,Michael,Johnson,SCH001,2022,2020-12-09,79.3,-5.700000000000003,0,0,2022-01-31,1,2022-07-09,1.82,1,0
100740,Emily,Davis,SCH002,2021,2021-11-15,68.2,-16.799999999999997,0,0,2021-11-08,0,2023-10-19,,0,0
100747,Chris,Brown,SCH005,2021,2023-05-09,66.7,-18.299999999999997,0,0,2021-02-12,0,2022-06-16,,0,0
100765,Michael,Smith,SCH001,2022,2022-09-04,77.4,-7.599999999999994,0,0,2023-02-02,1,2022-12-16,1.59,1,0
100770,David,Miller,SCH001,2021,2020-09-04,78.0,-7.0,0,0,2023-03-28,1,2021-09-20,2.28,1,0
100792,Emily,Johnson,SCH005,2023,2022-05-15,82.9,-2.0999999999999943,0,1,2021-11-01,1,2024-09-01,2.68,1,1
100801,Maria,Miller,SCH003,2023,2022-09-16,66.4,-18.599999999999994,0,0,2023-08-24,0,2024-06-30,,0,0
100821,Michael,Moore,SCH005,2022,2020-12-06,80.5,-4.5,0,0,2023-05-05,0,2022-07-01,,1,1
100838,Taylor,Anderson,SCH003,2021,2022-01-23,83.6,-1.4000000000000057,0,0,2022-11-07,0,2023-02-26,,1,1
100890,Ashley,Davis,SCH001,2023,2021-03-11,61.7,-23.299999999999997,0,0,2022-09-12,0,2023-02-04,,0,0
100912,David,Johnson,SCH001,2021,2022-07-12,79.4,-5.599999999999994,0,0,2021-12-18,0,2022-05-09,,1,0
100922,Sarah,Brown,SCH004,2021,2022-11-15,73.9,-11.099999999999994,0,0,2022-06-25,0,2023-04-12,,0,0
100935,Daniel,Smith,SCH005,2023,2022-09-18,70.1,-14.900000000000006,0,0,2021-02-19,1,2021-09-15,1.8,0,0
100942,Taylor,Garcia,SCH005,2022,2023-03-19,79.7,-5.299999999999997,0,0,2021-05-17,1,2023-08-04,2.33,1,0
100960,Chris,Davis,SCH005,2022,2022-03-19,68.8,-16.200000000000003,0,0,2022-06-08,0,2024-01-27,,0,0
100963,Taylor,Davis,SCH002,2023,2020-10-23,81.7,-3.299999999999997,0,0,2022-07-13,0,2024-08-22,,1,1
100970,Sarah,Miller,SCH003,2021,2022-07-07,75.6,-9.400000000000006,0,0,2021-10-16,0,2023-11-03,,1,0
100973,Chris,Johnson,SCH004,2023,2021-01-29,62.3,-22.700000000000003,0,0,2021-03-15,1,2022-09-16,2.73,0,0
100974,James,Garcia,SCH003,2022,2022-08-12,93.7,8.700000000000003,1,1,2022-08-27,0,2023-03-16,,1,0
100996,Michael,Garcia,SCH005,2023,2021-01-19,82.0,-3.0,0,0,2023-01-29,0,2023-03-27,,1,1
101006,Sarah,Smith,SCH005,2021,2022-04-26,79.5,-5.5,0,0,2023-05-20,0,2022-04-29,,1,0
101037,Sarah,Brown,SCH002,2023,2022-07-23,79.5,-5.5,0,0,,0,2024-03-07,,1,0
101041,Taylor,Brown,SCH001,2022,2021-09-19,84.5,-0.5,0,0,2021-11-29,0,2024-06-04,,1,1
101088,David,Davis,SCH005,2023,2022-05-08,80.0,-5.0,0,0,2023-03-24,0,2022-07-13,,1,1
101120,James,Johnson,SCH004,2022,2021-09-24,86.2,1.2000000000000028,1,1,2022-02-28,1,2021-08-25,2.35,1,1
101144,David,Miller,SCH001,2023,2021-10-06,64.0,-21.0,0,1,2022-06-06,0,2021-12-14,,0,0
101149,Chris,Johnson,SCH003,2023,2020-12-01,96.2,11.200000000000003,1,1,2021-12-07,0,2023-10-13,,0,0
101156,Taylor,Wilson,SCH001,2023,2023-05-10,76.5,-8.5,0,0,2022-06-02,0,2022-10-20,,1,0
101181,Chris,Smith,SCH004,2023,2021-03-08,65.8,-19.200000000000003,0,0,2022-10-26,1,2023-04-24,1.67,0,0
101184,Emily,Garcia,SCH001,2022,2022-09-22,78.3,-6.700000000000003,0,0,2021-12-03,0,2023-01-25,,1,0
101216,James,Taylor,SCH001,2023,2021-06-05,74.3,-10.700000000000003,0,0,2022-11-20,0,2024-01-30,,0,0
101239,Daniel,Taylor,SCH001,2023,2022-06-23,84.7,-0.29999999999999716,0,0,2021-12-23,1,,1.82,1,1
101244,Ashley,Miller,SCH004,2022,2021-01-22,100.0,15.0,1,1,2021-07-23,1,2024-02-12,3.77,0,0
101255,Emily,Garcia,SCH004,2022,2023-02-22,97.2,12.200000000000003,1,0,,0,2022-12-21,,0,0
101297,Chris,Miller,SCH003,2022,2020-09-27,70.3,-14.700000000000003,0,0,2022-02-14,0,2023-09-30,,0,0
101312,James,Taylor,SCH004,2021,2021-06-28,91.3,6.299999999999997,1,1,2021-10-08,1,2022-08-06,2.98,1,0
101316,Sarah,Brown,SCH004,2022,2021-11-27,85.4,0.4000000000000057,1,1,2021-08-20,1,2024-05-31,1.93,1,1
101318,Chris,Miller,SCH001,2022,2021-12-15,88.5,3.5,1,0,2023-07-03,1,2023-03-21,2.61,1,1
101324,Sarah,Johnson,SCH001,2023,2021-06-02,80.2,-4.799999999999997,0,0,2021-02-03,0,2024-04-15,,1,1
101350,Chris,Davis,SCH001,2023,2022-01-08,64.2,-20.799999999999997,0,0,2023-07-02,1,2022-09-03,2.12,0,0
101370,Emily,Garcia,SCH002,2021,2021-10-12,93.0,8.0,1,1,2023-02-26,0,2023-10-14,,1,0
101373,Daniel,Johnson,SCH004,2023,2022-05-24,90.8,5.799999999999997,1,1,2023-04-26,1,2021-11-02,2.16,1,0
101389,Taylor,Anderson,SCH004,2022,2020-12-10,61.6,-23.4,0,0,2023-03-05,0,2024-02-20,,0,0
101391,Taylor,Anderson,SCH005,2023,2022-08-15,83.1,-1.9000000000000057,0,0,2021-08-16,1,2023-06-20,2.81,1,1
101395,Maria,Moore,SCH003,2022,2023-05-04,83.7,-1.2999999999999972,0,0,2022-01-08,1,2023-08-29,2.69,1,1
101413,Taylor,Moore,SCH002,2023,2022-06-24,68.4,-16.599999999999994,0,0,2022-07-30,0,2023-10-30,,0,0
101424,Chris,Wilson,SCH001,2022,2021-07-30,72.9,-12.099999999999994,0,0,2021-07-15,0,2024-04-09,,0,0
101435,Daniel,Moore,SCH002,2023,2020-11-05,86.9,1.9000000000000057,1,0,2022-03-18,0,2022-01-24,,1,1
101444,Ashley,Johnson,SCH001,2023,2022-04-27,64.9,-20.099999999999994,0,0,2021-11-17,0,2024-08-08,,0,0
101455,James,Moore,SCH002,2022,2022-01-10,86.9,1.9000000000000057,1,1,2022-04-19,1,2023-07-04,3.05,1,1
101475,Sarah,Taylor,SCH004,2023,2021-10-11,87.9,2.9000000000000057,1,1,2022-07-24,1,2022-05-03,2.99,1,1
